Blog	web	lol	ryan	de	band	album	jesus	mommy	grant	haha	christ	hannah	data	daddy	lord	pics	james	tour	social	digital	mix	students	china	records	library	thankful	site	english	chinese	pray	damn	record	language	club	content	bus	elder	charlie	war	africa	pages	research	session	darling	search	conference	facebook	omg	difficult	mentioned	released	till	writes	radio	recent	hell	disease	trust	george	bill	review	google	current	grandma	members	president	michael	dj	author	wanna	study	dr	hehe	release	community	sold	color	gifts	davis	design	eventually	technology	suppose	report	university	national	apartment	article	presented	restaurant	honestly	french	challenge	youtube	character	scott	guitar	america	santa	file	previous	west	culture	easter	folks	miles	media	bike	annie	goal	yard	collection	station	issues	copy	south	el	police	sharing	blogs	similar	surgery	blessed	prayer	presentation	aunt	grace	program	software	mama	dont	heat	truck	film	hip	singapore	mood	king	results	training	lights	mail	image	dogs	babies	response	award	hop	machine	government	states	performance	david	flight	action	sea	sale	mission	grateful	bear	speaking	kate	scene	shit	tracks	families	brothers	october	built	crowd	im	links	blogspot	allowed	projects	interest	health	pic	tea	details	race	thanksgiving	concert	practice	camp	issue	purpose	tim	suddenly	events	writer	ball	ha	september	bags	success	candy	build	dropped	crying	york	images	halloween	cheese	common	gorgeous	result	hubby	tickets	ah	figured	malaysia	van	reminded	african	dave	comfortable	san	inspired	literally	million	items	society	org	gotta	river	yummy	football	drew	cross	popular	london	favourite	musical	north	flowers	named	painting	chris	bathroom	]	wide	cost	vacation	paint	expected	resources	nap	points	hall	forgotten	activities	november	source	airport	path	asleep	hearing	holy	huh	mad	comfort	shared	mountain	text	secret	covered	meal	progress	winner	bands	board	access	mess	possibly	shots	january	routine	fully	strength	continued	dan	originally	katie	christian	science	hadn	videos	slightly	reach	include	joined	delicious	lazy	describe	credit	chase	fat	changing	freedom	feelings	falling	lines	chose	accept	provide	checked	teaching	taught	skin	block	discovered	empty	pre	characters	island	kit	slept	classes	buying	visited	label	adventure	studio	jack	notes	tag	hahaha	cd	blast	related	lake	worried	blame	closed	barely	attended	legs	zone	crew	knowledge	quote	html	hill	member	lessons	sigh	teeth	application	manage	marriage	happiness	code	natural	glass	fashion	push	prepared	papers	prayers	extremely	lesson	background	pants	positive	ladies	los	festival	broke	checking	doubt	angry	east	hearts	letters	tend	steps	gold	attempt	rich	effect	thinks	twitter	couch	direction	desire	fans	student	swimming	beer	losing	chair	product	robert	seconds	handle	rules	subject	grade	readers	recorded	sugar	tom	presents	force	grand	friendly	storm	included	teach	schedule	jazz	term	fingers	visiting	joe	audience	returned	scary	oil	goodness	development	press	united	hungry	cousin	agree	county	political	animals	lie	wet	milk	uncle	respect	model	feed	driver	sight	cookies	artist	career	incredible	official	em	ends	passion	pack	mum	classic	shoot	topic	ma	material	hero	tools	traditional	attend	recipe	eve	familiar	bruce	grandpa	ft	cleaning	photography	shouldn	grab	farm	dry	position	fix	stars	department	key	fuck	bath	ass	ben	greatest	plenty	bread	contest	heading	para	dressed	sex	screen	february	lyrics	singer	pair	garage	soft	awhile	answers	laptop	rare	celebration	hmm
.	4	182	0	0	2	2	22	30	0	0	13	16	0	163	7	1	0	0	4	3	3	4	79	0	28	36	5	7	68	17	0	2	8	1	2	3	0	0	0	0	1	1	4	391	3	3	0	0	13	12	1	0	0	0	4	1	0	3	2	2	4	0	2	1	8	1	0	0	2	0	9	9	0	2	1	0	7	38	0	7	3	1	1	6	0	4	0	0	3	21	6	4	8	0	4	0	3	0	53	1	10	0	4	27	0	8	1	5	1	1	8	2	1	6	3	1	0	0	14	3	8	0	24	11	0	45	8	16	0	14	0	5	4	1	0	0	5	7	5	8	2	4	4	2	10	6	6	1	2	0	1	6	2	20	0	1	6	4	2	8	2	0	2	0	0	19	2	9	3	1	0	0	8	12	1	4	2	0	6	1	12	12	13	19	4	2	2	0	2	3	0	31	17	0	2	2	20	5	4	13	1	1	2	6	7	4	4	0	7	0	6	0	1	4	0	0	5	0	0	3	4	4	0	2	6	3	14	3	1	2	0	1	0	7	5	3	5	8	0	0	0	3	1	5	10	4	2	11	4	3	4	25	8	1	18	2	14	7	3	2	0	9	9	0	3	4	3	14	8	0	0	10	1	2	8	11	2	2	0	0	10	0	0	0	2	10	2	0	0	3	5	21	4	0	8	2	3	6	4	6	1	4	1	13	2	5	6	4	4	1	3	1	3	5	5	0	6	10	7	2	11	0	2	0	1	3	0	0	2	14	0	0	3	1	5	4	13	0	0	1	1	1	2	2	4	15	0	21	0	2	0	3	1	1	5	7	2	7	1	7	2	24	0	7	4	2	0	14	3	4	3	0	0	6	3	3	2	1	3	1	1	9	0	7	4	0	2	2	10	0	4	7	1	0	4	6	7	3	9	2	1	11	0	3	1	3	0	3	1	8	4	0	2	0	9	0	5	8	0	2	8	2	0	0	2	6	4	0	1	4	0	2	7	15	2	1	3	0	5	30	2	4	1	4	1	4	0	0	0	1	0	10	7	2	3	1	10	9	3	9	5	0	0	6	9	0	2	3	2	2	7	5	5	0	0	0	10	0	3	1	7	7	0	3	0	12	1	3	2	4	1	14	5	1	15	9	3	2	14	0
Tree in forest	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	2	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	3	0	1	0	0	0	0	2	0	2	0	2	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4	0	2	1	1	2	0	1	0	7	5	0	0	0	0	0	0	0	0	0	1	1	0	2	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	4	3	0	8	2	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	2	0	0	0	4	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
Wilcox World	1	0	0	5	26	2	10	0	0	0	6	0	0	1	4	20	1	4	0	2	1	3	0	0	2	4	1	1	0	2	0	0	0	15	0	3	1	3	0	0	0	0	4	4	0	11	0	0	2	0	0	0	0	0	1	1	0	1	1	1	1	0	2	25	5	3	2	0	0	1	0	1	0	0	1	3	6	8	1	3	0	1	0	6	1	7	2	3	2	3	0	9	3	0	1	7	4	0	14	0	0	1	1	20	0	11	0	4	0	4	9	1	1	0	1	1	2	0	3	1	0	0	11	0	1	6	0	11	0	1	0	3	1	0	1	0	0	3	3	4	1	1	1	5	6	1	17	0	4	0	1	4	5	0	3	5	4	8	31	13	1	4	0	0	1	5	0	0	7	2	0	0	4	0	11	1	0	8	8	0	2	6	18	7	29	0	0	0	2	2	2	3	0	2	0	2	5	3	0	1	0	0	10	2	1	23	1	0	2	0	1	0	2	4	0	8	1	12	3	4	0	3	2	1	3	21	9	4	0	1	1	0	0	2	2	4	1	5	2	3	0	1	1	8	11	1	0	1	8	2	0	7	0	0	0	2	1	0	0	7	1	3	2	7	1	2	2	4	4	5	1	3	0	1	0	4	3	2	0	0	2	0	0	0	0	10	4	0	0	0	1	4	4	1	0	0	3	1	0	0	0	0	0	4	0	2	1	5	6	2	0	5	3	5	1	0	0	3	8	2	10	0	5	1	4	1	1	0	0	29	1	13	2	0	1	0	6	3	0	3	1	0	0	4	6	7	0	1	0	3	0	0	0	4	0	0	1	2	1	2	3	4	3	0	0	1	5	4	3	8	0	0	1	0	1	0	4	3	0	0	0	5	0	1	1	0	1	2	11	0	0	2	1	0	1	1	1	3	42	0	0	1	0	1	1	2	4	2	2	0	0	0	1	1	4	0	1	3	2	1	0	0	1	0	2	9	1	3	0	7	0	1	2	9	1	1	1	3	2	2	2	0	6	2	1	1	1	7	0	0	1	0	0	0	1	0	4	2	1	4	1	0	26	0	1	1	0	0	0	3	1	0	2	1	3	0	1	0	2	0	4	2	6	6	0	4	0	0	2	0	0	0	5	1	0	1	1	1	1	0
one direction fans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duniamatN	1	0	0	6	26	13	1	0	0	6	0	0	7	1	0	7	12	2	2	2	4	10	10	6	0	4	1	6	13	1	10	5	12	1	1	3	1	0	1	0	3	4	20	1	1	0	3	0	5	6	7	4	0	4	2	7	0	5	1	0	4	2	11	0	4	2	3	0	2	7	2	10	73	1	0	1	0	2	0	2	3	2	0	3	6	4	1	7	1	1	4	1	3	4	4	0	15	1	0	0	4	0	2	0	0	0	0	7	0	12	0	2	0	1	2	5	2	1	6	1	2	1	1	2	2	0	3	9	0	0	4	4	1	2	0	0	5	0	4	26	1	8	6	1	0	2	4	0	0	2	1	15	1	1	9	2	0	0	0	0	2	1	3	0	0	0	0	1	1	5	14	0	1	4	1	4	1	2	2	8	10	0	5	9	1	4	6	0	4	3	4	3	0	1	1	1	0	2	6	3	0	1	2	0	4	0	6	0	0	2	6	9	3	6	2	2	4	0	2	4	2	0	2	0	8	0	0	6	0	3	3	1	8	0	0	0	3	0	0	0	1	0	0	2	2	5	2	1	6	1	1	3	0	7	1	2	2	2	0	11	18	3	2	1	0	2	1	2	4	3	0	3	0	2	2	3	7	2	3	2	6	18	1	0	0	5	1	1	0	5	3	3	0	0	0	0	0	1	2	0	2	2	2	0	0	4	0	9	3	3	2	1	1	4	4	0	0	0	1	3	0	0	0	4	5	1	2	5	5	3	4	0	7	8	0	2	0	4	3	0	10	6	0	0	3	1	0	1	2	2	2	4	0	2	0	0	2	4	4	3	0	2	1	0	19	0	2	0	3	2	4	3	0	2	0	5	3	15	1	0	3	0	0	0	3	0	2	14	8	0	3	1	4	0	11	2	2	4	0	3	5	2	0	0	2	0	1	0	3	1	1	1	9	0	1	2	3	0	1	0	2	3	1	2	1	1	5	0	0	2	5	2	0	8	6	2	2	1	12	0	2	13	1	4	0	18	10	1	0	2	1	7	6	4	3	2	2	1	0	0	4	1	0	0	0	0	3	2	0	4	1	3	7	3	5	0	1	0	5	5	2	0	4	1	0	0	0	0	2	13	1	4	0	4	0	1	2	0	1	3
the ambivalence of it all	7	11	3	8	15	6	1	1	0	91	1	0	0	2	14	3	5	12	35	24	5	22	7	2	0	9	7	10	10	10	16	4	25	11	7	2	0	2	3	0	6	0	5	1	3	4	18	5	5	11	2	8	0	5	4	21	1	18	1	3	0	10	1	1	3	4	0	25	1	41	5	2	50	7	6	5	28	8	1	7	6	4	2	8	5	3	1	15	0	3	13	2	7	14	9	0	8	1	0	1	12	1	4	6	2	2	33	0	0	4	0	0	5	4	1	9	1	1	4	2	2	0	5	3	0	0	2	8	0	5	10	8	0	28	0	2	8	1	1	0	8	3	4	2	2	0	10	0	0	5	0	9	10	0	0	2	0	2	9	0	10	0	5	2	0	5	3	7	2	22	17	2	4	1	3	4	4	4	3	4	4	0	19	5	1	3	7	3	17	10	1	0	4	6	2	0	5	0	1	10	0	5	6	0	4	0	1	0	8	4	1	0	1	5	0	0	1	23	9	14	3	0	6	0	1	1	1	0	1	4	12	0	0	3	1	2	6	4	8	0	0	8	2	2	1	12	1	0	3	3	1	8	4	6	1	2	0	4	1	4	14	12	14	2	10	5	6	8	2	4	8	3	3	1	3	4	7	7	6	2	5	2	3	0	2	2	0	10	1	4	7	9	2	1	3	2	3	4	3	1	12	7	8	12	9	0	0	1	4	2	2	8	4	3	2	2	0	2	1	3	5	1	2	2	0	4	3	10	0	2	16	0	1	10	4	0	8	4	9	1	5	0	2	1	3	7	0	0	2	2	0	3	1	4	2	10	8	5	0	7	0	5	5	1	5	1	0	7	9	5	3	0	2	2	3	5	6	10	2	5	8	2	18	0	2	0	4	11	1	10	11	0	1	4	6	6	1	12	0	6	0	0	3	5	2	1	0	2	4	3	14	0	8	1	1	1	6	0	5	4	1	0	4	0	1	1	15	0	3	6	1	6	1	1	13	1	4	10	5	2	3	7	0	2	0	7	13	0	0	0	3	6	2	1	3	0	3	5	1	2	15	0	0	1	2	2	6	3	2	1	4	3	4	1	3	0	0	2	1	2	0	4	10	0	10	2	8	6	4	3	0	2	0	3	0	5	1	2	2	13
Monica Choo	2	0	0	0	0	0	1	0	1	1	2	0	0	0	4	1	0	1	7	0	2	0	0	0	1	6	1	2	18	0	1	1	3	3	1	18	0	1	0	1	1	2	4	0	3	0	2	0	3	2	0	4	0	1	0	3	6	6	0	1	2	0	2	0	1	0	1	0	1	2	0	0	0	3	0	1	0	3	0	3	0	0	0	2	1	0	0	0	3	2	1	1	1	2	2	0	8	3	0	0	3	2	2	1	0	1	4	0	0	1	0	2	2	1	0	5	1	0	1	1	5	0	0	2	2	0	0	0	0	2	1	8	0	6	5	4	4	2	1	1	4	0	3	2	3	2	1	5	4	1	1	3	1	4	3	1	0	0	3	5	8	1	3	1	0	0	1	0	5	1	0	1	3	2	0	6	1	2	3	3	0	0	1	1	0	3	2	0	5	7	0	6	0	1	1	0	2	0	2	8	5	0	0	6	4	1	0	0	3	2	3	3	0	3	0	0	11	1	2	0	2	0	1	0	0	1	2	0	0	2	0	0	11	1	3	2	0	1	0	0	0	0	3	0	0	7	1	0	1	1	4	4	3	1	3	0	1	3	0	0	5	6	1	1	2	2	2	3	0	0	0	6	2	0	10	0	0	4	2	1	3	0	1	0	1	0	0	5	5	5	0	0	1	2	5	0	0	4	5	3	11	1	1	1	3	1	2	1	1	16	0	2	2	3	0	0	1	1	1	2	0	0	0	0	0	0	1	0	2	0	2	0	0	9	2	1	0	6	4	0	3	0	0	2	1	0	1	2	0	2	2	2	0	1	6	2	4	3	0	0	6	1	5	1	2	3	1	5	0	0	3	4	2	2	3	3	5	0	2	4	3	1	1	3	2	0	0	1	1	0	3	1	0	0	1	3	1	1	0	1	1	1	0	0	1	2	9	0	1	2	1	0	0	4	0	2	0	0	0	0	2	1	6	0	1	0	2	0	0	1	6	0	0	1	0	1	1	1	2	2	1	3	3	0	5	1	0	3	3	3	0	3	7	0	0	0	1	1	0	2	2	0	0	0	3	0	1	1	1	6	5	2	1	0	3	0	0	1	0	0	1	3	0	0	0	4	3	2	3	1	1	8	0	3	0	5	1	1	1	0
The Colours of Moon	2	8	0	5	1	0	0	0	0	17	0	0	0	0	1	2	1	1	2	2	1	3	1	0	1	1	1	1	1	9	3	1	4	0	6	4	2	0	4	2	11	2	4	3	1	1	10	1	0	1	0	24	0	2	1	5	0	2	0	0	1	2	3	1	2	0	3	0	0	6	5	1	4	0	3	2	1	1	0	15	2	0	0	1	8	5	0	2	2	0	1	1	2	3	2	0	2	5	1	0	2	0	1	0	0	0	5	0	0	1	0	2	0	1	1	0	0	1	0	2	1	0	3	7	12	2	2	0	0	1	4	3	0	2	0	0	0	0	5	1	7	1	5	0	2	0	1	1	0	0	0	3	0	1	2	6	0	4	3	0	3	0	2	3	1	2	6	1	3	4	0	1	174	1	7	1	0	1	1	3	6	0	0	5	0	1	1	0	7	5	6	0	9	0	7	2	0	1	0	4	0	5	0	1	2	1	1	0	3	9	1	11	3	3	0	0	0	0	1	3	4	2	0	0	1	1	2	0	4	1	1	0	6	2	1	4	1	13	0	0	0	4	2	2	3	3	0	0	1	2	5	0	2	0	1	5	5	1	3	4	2	2	2	0	2	5	1	1	1	0	1	4	0	3	2	0	2	1	2	2	3	2	2	0	0	2	0	6	0	6	0	2	2	9	5	0	3	1	1	0	0	8	4	2	1	1	1	2	5	4	2	0	11	3	3	0	0	8	2	3	1	2	3	15	0	3	3	13	1	0	0	1	1	1	3	10	0	1	0	0	10	1	2	3	1	1	3	3	0	4	0	2	1	2	4	5	1	1	2	1	0	3	0	2	0	3	0	1	5	1	3	4	0	8	4	3	3	1	0	2	3	1	0	3	2	2	0	8	0	1	0	0	1	0	0	0	1	5	5	1	1	0	0	0	0	4	9	3	0	1	1	2	0	5	0	0	2	1	5	1	1	1	0	0	5	9	2	0	0	0	8	1	0	0	0	6	0	0	4	0	4	1	0	1	2	6	1	1	0	0	2	3	1	1	2	1	1	0	2	0	6	0	2	0	1	3	1	1	0	3	1	4	7	1	4	0	1	2	1	0	7	0	1	1	0	1	0	1	2	3	1	1	1	2	9	3	2	1	1	3
Simply The Cox's	0	8	4	1	20	0	1	29	0	2	0	0	0	28	0	1	1	7	0	1	4	0	0	0	0	4	5	1	0	4	0	1	2	2	0	0	0	0	0	0	0	2	0	0	0	0	9	0	3	0	1	23	0	0	0	0	0	1	0	0	0	0	2	4	0	1	0	0	0	3	0	2	0	1	0	1	9	6	0	0	1	0	7	0	0	0	0	0	1	4	2	0	1	2	0	0	0	0	17	0	0	0	0	12	0	0	0	2	1	5	9	0	2	0	1	2	0	2	1	10	2	62	2	1	0	7	0	3	0	5	0	9	0	0	0	0	2	2	4	2	2	1	0	5	5	0	0	1	2	0	1	0	3	0	1	1	3	1	4	1	1	0	0	0	1	2	3	6	3	0	0	1	0	2	1	0	3	0	1	1	1	10	1	4	0	0	2	0	0	1	0	9	4	1	3	2	8	4	1	2	0	1	19	10	2	0	0	0	2	0	4	0	1	0	0	2	0	6	0	1	1	1	0	1	3	1	15	3	0	0	0	0	0	0	0	3	3	3	0	1	1	1	3	3	8	0	0	4	0	0	0	1	2	1	0	1	2	1	0	1	3	1	2	2	0	3	0	1	0	0	1	5	1	2	0	4	0	4	1	1	2	6	0	0	0	0	6	6	0	0	1	4	0	1	1	0	2	6	1	0	3	1	0	5	0	0	1	2	4	3	1	2	1	13	0	0	0	1	1	4	1	0	0	1	0	3	1	0	0	5	1	6	3	0	0	2	0	1	0	0	0	0	0	1	2	9	0	1	0	1	0	0	2	4	0	4	0	8	0	7	1	2	1	2	0	1	0	0	3	0	0	1	0	0	0	4	4	1	2	3	0	3	0	3	1	0	0	0	2	0	4	2	4	0	1	4	0	0	3	1	0	10	0	3	0	3	3	1	0	2	2	0	1	3	0	0	0	0	6	3	1	0	0	0	2	4	1	0	0	3	0	2	9	7	5	1	3	0	0	13	2	0	0	0	0	1	3	0	0	1	4	1	0	0	0	0	0	1	18	3	0	4	5	0	1	2	2	0	7	3	0	0	0	0	1	0	4	0	0	1	0	1	1	0	0	7	0	0	2	0	0	0	3	1	3	4	1	3	3	1
Four Silly Monkeys	0	2	0	0	0	0	0	15	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	12	1	0	4	0	1	10	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	6	0	0	0	1	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	1	0	0	2	0	2	0	4	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	7	3	0	0	0	0	0	0	2	0	0	0	0	0	3	3	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	3	0	5	1	1	0	0	0	1	15	1	0	3	1	0	0	1	0	0	0	0	7	1	0	1	0	2	0	0	0	0	1	3	1	2	0	3	0	2	0	8	5	0	2	0	0	0	0	0	0	2	2	1	1	1	0	1	1	0	0	0	2	0	1	0	0	2	0	2	0	0	0	1	0	0	1	3	1	4	0	0	0	0	0	0	2	0	2	0	4	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	3	0	1	0	0	1	0	0	0	0	6	0	0	1	0	0	2	0	1	0	1	0	2	0	0	0	2	1	0	0	0	1	2	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	9	0	1	0	6	0	0	6	0	2	1	2	0	4	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	3	4	0	0	2	0	1	16	0	5	5	0	0	3	0	1	0	0	12	1	1	2	0	1	4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0
Lens Wide Open	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	4	0	0	2	5	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	0	4	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Welfare Mommy	0	0	0	0	0	0	0	24	2	0	0	0	1	7	3	1	0	0	2	0	0	0	0	0	2	11	1	3	0	3	21	2	1	12	2	10	0	0	0	0	1	3	1	0	1	0	1	2	8	14	2	0	0	7	0	24	4	13	1	9	0	1	3	3	3	0	0	0	0	15	1	4	0	3	2	1	7	0	0	1	6	1	1	4	0	0	15	2	0	2	7	1	0	0	0	0	0	4	9	2	6	0	1	0	0	1	2	2	0	1	0	2	4	5	3	0	0	2	2	3	3	0	1	2	0	0	0	2	0	1	0	5	15	0	3	0	1	1	5	4	2	12	2	1	12	3	2	1	4	11	2	0	0	1	0	1	4	0	2	3	4	0	1	27	0	5	4	6	0	0	0	0	0	4	1	5	5	0	2	0	2	3	0	2	1	6	4	0	2	1	0	15	4	0	1	0	8	6	2	13	0	1	2	7	0	1	6	0	1	2	12	0	7	0	0	0	2	0	0	0	1	6	1	0	5	2	4	0	2	0	3	0	0	0	0	2	4	0	5	25	1	5	3	3	10	5	4	9	1	2	4	4	0	0	0	1	10	3	5	22	1	0	1	6	0	4	6	1	0	0	0	2	1	8	2	0	1	4	1	4	1	2	0	0	0	4	8	0	4	1	2	1	6	4	2	18	0	14	2	2	7	1	5	2	0	3	0	3	1	6	3	3	9	2	0	0	0	1	3	7	1	1	0	0	3	3	5	0	3	3	1	1	5	6	1	4	3	7	3	0	1	1	0	0	1	6	2	6	10	6	7	0	2	2	2	3	3	4	6	0	3	2	4	10	1	2	0	0	7	5	2	10	0	0	2	1	2	2	0	1	4	14	0	4	2	0	0	3	1	6	5	6	0	0	3	7	8	5	11	0	0	6	0	2	0	1	6	1	3	3	0	0	2	5	2	0	0	3	4	0	6	1	0	0	5	0	5	4	0	4	10	1	20	0	5	2	1	1	1	2	0	3	0	0	3	2	2	3	0	0	0	1	9	0	0	0	0	1	1	0	1	0	0	0	9	0	4	9	3	3	2	5	2	3	0	27	2	20	0	0	2	10	1	1	0	3	35	4	2	1	0	7	9	3	6	5	0	0	0	10
